ano,indicador,estimativa,limite_inferior_95,limite_superior_95,coeficiente_ano,constante,r2
2027,novos_projetos_contratados,813.8909090909583,688.4088509234543,939.3729672584623,65.94545454545401,-132857.54545454434,0.9025848459171338
2027,valor_projetos_contratados,1447110422.1304321,1062536705.5199697,1831684138.7408946,122806455.86654437,-247481575619.355,0.7738008556017373
2027,projetos_concluidos,386.9090909091101,219.69867881850763,554.1195029997125,20.909090909090867,-41995.818181818075,0.34407488734635994
